0, 0, 5, Color.BROWN
1, 0, 7, Color.BROWN
2, 0, 8, Color.BLACK
3, 1, 8, Color.BLACK
4, 0, 8, Color.BLACK
5, 0, 7, Color.BLACK
6, 0, 6, Color.BLACK
7, 1, 4, Color.BLACK
8, 0, 4, Color.BLACK
9, 1, 4, Color.BLACK
10, 1, 3, Color.BLACK
11, 1, 3, Color.BLACK
12, 0, 2, Color.BLACK
13, 1, 2, None
14, 0, 1, None
15, 0, 1, None
16, 0, 1, None
17, 0, 1, None
18, 1, 1, None
19, 1, 1, None
20, 1, 0, None
21, 1, 0, None
22, 1, 1, None
23, 0, 0, None
24, 1, 0, None
25, 1, 0, None
26, 1, 0, None
27, 1, 0, None
28, 1, 0, None
29, 1, 0, None
30, 1, 0, None
31, 1, 0, None
32, 1, 0, None
33, 1, 0, None
34, 1, 0, None
35, 0, 0, None
36, 1, 0, None
37, 1, 0, None
38, 1, 0, None
39, 1, 0, None
40, 1, 0, None
41, 1, 0, None
42, 1, 0, None
43, 1, 0, None
44, 1, 0, None
45, 1, 0, None
46, 1, 0, None
47, 1, 0, None
48, 1, 0, None
49, 1, 0, None
